compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0030,STANDARD DYNAMIC TIBASE,31.323.030.01-2,31,323,030,01,2,"42º|25º|1,1","1,1                      42º                            25º                       31.323.030.01-2                               31.313.030.01-2"
0030,STANDARD DYNAMIC TIBASE,31.313.030.01-2,31,313,030,01,2,"42º|25º|1,1","1,1                      42º                            25º                       31.323.030.01-2                               31.313.030.01-2"
0030,STANDARD DYNAMIC TIBASE,31.323.030.02-2,31,323,030,02,2,25º|15º|2,2                        25º                            15º                       31.323.030.02-2                              31.313.030.02-2
0030,STANDARD DYNAMIC TIBASE,31.313.030.02-2,31,313,030,02,2,25º|15º|2,2                        25º                            15º                       31.323.030.02-2                              31.313.030.02-2
0030,STANDARD DYNAMIC TIBASE,31.323.030.03-2,31,323,030,03,2,20º|30º|3,3                        20º                            30º                       31.323.030.03-2                              31.313.030.03-2
0030,STANDARD DYNAMIC TIBASE,31.313.030.03-2,31,313,030,03,2,20º|30º|3,3                        20º                            30º                       31.323.030.03-2                              31.313.030.03-2
0030,STANDARD DYNAMIC TIBASE,31.323.030.04-2,31,323,030,04,2,15º|30º|4,4                         15º                           30º                       31.323.030.04-2                              31.313.030.04-2
0030,STANDARD DYNAMIC TIBASE,31.313.030.04-2,31,313,030,04,2,15º|30º|4,4                         15º                           30º                       31.323.030.04-2                              31.313.030.04-2
0030,STANDARD DYNAMIC TIBASE,31.323.030.21-2,31,323,030,21,2,"25º|20º|10º|1,1","1,1                       25º                            20º                            10º                    31.323.030.21-2                                31.313.030.21-2"
0030,STANDARD DYNAMIC TIBASE,31.313.030.21-2,31,313,030,21,2,"25º|20º|10º|1,1","1,1                       25º                            20º                            10º                    31.323.030.21-2                                31.313.030.21-2"
0030,STANDARD DYNAMIC TIBASE,31.323.030.22-2,31,323,030,22,2,25º|20º|15º|2,2                        25º                            20º                            15º                    31.323.030.22-2                                31.313.030.22-2
0030,STANDARD DYNAMIC TIBASE,31.313.030.22-2,31,313,030,22,2,25º|20º|15º|2,2                        25º                            20º                            15º                    31.323.030.22-2                                31.313.030.22-2
0030,STANDARD DYNAMIC TIBASE,31.323.030.23-2,31,323,030,23,2,25º|20º|10º|3,3                        25º                            20º                            10º                    31.323.030.23-2                                31.313.030.23-2
0030,STANDARD DYNAMIC TIBASE,31.313.030.23-2,31,313,030,23,2,25º|20º|10º|3,3                        25º                            20º                            10º                    31.323.030.23-2                                31.313.030.23-2
0030,SCREWDRIVER,52.408.101.01-2,52,408,101,01,2,8,8                    52.408.101.01-2
0030,SCREWDRIVER,50.313.030.01-2,50,313,030,01,2,,50.313.030.01-2                               43.621.410.01-2
0030,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,50.313.030.01-2                               43.621.410.01-2
0030,SCREWDRIVER,52.410.101.01-2,52,410,101,01,2,10,10                     52.410.101.01-2
0030,SCREWDRIVER,50.313.030.03-2,50,313,030,03,2,,50.313.030.03-2                               43.624.410.01-2
0030,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,50.313.030.03-2                               43.624.410.01-2
0030,SCREWDRIVER,52.412.101.01-2,52,412,101,01,2,12,12                    52.412.101.01-2
0030,SCANBODY                                       SCANALOG,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2                             23.413.030.01-2
0030,SCANBODY                                       SCANALOG,23.413.030.01-2,23,413,030,01,2,,30.413.002.01-2                             23.413.030.01-2
0030,STRAIGHT MULTI-UNIT,42.303.030.01-2,42,303,030,01,2,1,1                   42.303.030.01-2
0030,STRAIGHT MULTI-UNIT,42.303.030.02-2,42,303,030,02,2,2,2                    42.303.030.02-2
0030,STRAIGHT MULTI-UNIT,42.303.030.03-2,42,303,030,03,2,3,3                    42.303.030.03-2
0030,STRAIGHT MULTI-UNIT,42.303.030.04-2,42,303,030,04,2,4,4                    42.303.030.04-2
0030,STRAIGHT MULTI-UNIT,42.303.030.05-2,42,303,030,05,2,5,5                    42.303.030.05-2
0030,STRAIGHT MULTI-UNIT,48.312.030.01-2,48,312,030,01,2,"1,5|2,9","1,5/2,9                48.312.030.01-2"
0030,STRAIGHT MULTI-UNIT,48.312.030.02-2,48,312,030,02,2,"2,5|3,9","2,5/3,9                48.312.030.02-2"
0030,STRAIGHT MULTI-UNIT,48.312.030.03-2,48,312,030,03,2,"3,5|4,9","3,5/4,9                48.312.030.03-2"
0030,STRAIGHT MULTI-UNIT,48.312.030.04-2,48,312,030,04,2,"4,5|5,9","4,5/5,9                48.312.030.04-2"
0030,INTERNAL MULTI-UNIT,62.303.030.02-2,62,303,030,02,2,2,2                    62.303.030.02-2
0030,INTERNAL MULTI-UNIT,62.303.030.03-2,62,303,030,03,2,3,3                    62.303.030.03-2
0030,INTERNAL MULTI-UNIT,62.303.030.04-2,62,303,030,04,2,4,4                    62.303.030.04-2
0033,STANDARD DYNAMIC TIBASE,31.322.033.01-2,31,322,033,01,2,"38º|18º|1,3","1,3                       38º                            18º                        31.322.033.01-2                               31.312.033.01-2"
0033,STANDARD DYNAMIC TIBASE,31.312.033.01-2,31,312,033,01,2,"38º|18º|1,3","1,3                       38º                            18º                        31.322.033.01-2                               31.312.033.01-2"
0033,STANDARD DYNAMIC TIBASE,31.322.033.02-2,31,322,033,02,2,20º|14º|2,2                        20º                            14º                       31.322.033.02-2                                31.312.033.02-2
0033,STANDARD DYNAMIC TIBASE,31.312.033.02-2,31,312,033,02,2,20º|14º|2,2                        20º                            14º                       31.322.033.02-2                                31.312.033.02-2
0033,STANDARD DYNAMIC TIBASE,31.322.033.03-2,31,322,033,03,2,15º|25º|3,3                         15º                           25º                       31.322.033.03-2                               31.312.033.03-2
0033,STANDARD DYNAMIC TIBASE,31.312.033.03-2,31,312,033,03,2,15º|25º|3,3                         15º                           25º                       31.322.033.03-2                               31.312.033.03-2
0033,STANDARD DYNAMIC TIBASE,31.322.033.04-2,31,322,033,04,2,15º|25º|4,4                         15º                           25º                       31.322.033.04-2                                31.312.033.04-2
0033,STANDARD DYNAMIC TIBASE,31.312.033.04-2,31,312,033,04,2,15º|25º|4,4                         15º                           25º                       31.322.033.04-2                                31.312.033.04-2
0033,STANDARD DYNAMIC TIBASE,31.322.033.21-2,31,322,033,21,2,"25º|20º|1,3","1,3                       25º                            20º                            20º                    31.322.033.21-2                                 31.312.033.21-2"
0033,STANDARD DYNAMIC TIBASE,31.312.033.21-2,31,312,033,21,2,"25º|20º|1,3","1,3                       25º                            20º                            20º                    31.322.033.21-2                                 31.312.033.21-2"
0033,STANDARD DYNAMIC TIBASE,31.322.033.23-2,31,322,033,23,2,25º|20º|15º|3,3                        25º                            20º                            15º                    31.322.033.23-2                                 31.312.033.23-2
0033,STANDARD DYNAMIC TIBASE,31.312.033.23-2,31,312,033,23,2,25º|20º|15º|3,3                        25º                            20º                            15º                    31.322.033.23-2                                 31.312.033.23-2
0033,SCREWDRIVER,52.408.106.01-2,52,408,106,01,2,8,8                    52.408.106.01-2
0033,SCREWDRIVER,50.312.033.03-2,50,312,033,03,2,,50.312.033.03-2                                   43.621.410.01-2
0033,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,50.312.033.03-2                                   43.621.410.01-2
0033,SCREWDRIVER,52.410.106.01-2,52,410,106,01,2,10,10                    52.410.106.01-2
0033,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,(IG=3mm)                              43.624.410.01-2
0033,SCREWDRIVER,52.412.106.01-2,52,412,106,01,2,12,12                     52.412.106.01-2
0033,SCANBODY                                       SCANALOG,30.412.001.01-2,30,412,001,01,2,,30.412.001.01-2                             23.412.033.01-2
0033,SCANBODY                                       SCANALOG,23.412.033.01-2,23,412,033,01,2,,30.412.001.01-2                             23.412.033.01-2
0033,SCANBODY                                       SCANALOG,33.315.804.01-2,33,315,804,01,2,3,3                                                 33.315.804.01-2                                             22.612.033.01-2                                 34.612.033.01-2
0033,SCANBODY                                       SCANALOG,22.612.033.01-2,22,612,033,01,2,3,3                                                 33.315.804.01-2                                             22.612.033.01-2                                 34.612.033.01-2
0033,SCANBODY                                       SCANALOG,34.612.033.01-2,34,612,033,01,2,3,3                                                 33.315.804.01-2                                             22.612.033.01-2                                 34.612.033.01-2
0033,SCANBODY                                       SCANALOG,33.415.804.01-2,33,415,804,01,2,25º|4,4                       25º                       33.415.804.01-2
0033,SCANBODY                                       SCANALOG,33.615.804.01-2,33,615,804,01,2,6,6                                                 33.615.804.01-2
0033,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0033,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0033,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0033,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0033,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0033,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0033,SCANBODY OP,54.315.033.21-2,54,315,033,21,2,,54.315.033.21-2                                                                                                                                    43.601.107.01-2
0033,SCANBODY OP,43.601.107.01-2,43,601,107,01,2,,54.315.033.21-2                                                                                                                                    43.601.107.01-2
0033,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0033,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0033,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0033,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0033,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0033,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                    43.618.201.01-2
0033,DYNAMIC,41.316.078.01-2,41,316,078,01,2,24,41.316.078.01-2                              41.316.124.01-2                                     24                     43.624.201.01-2
0033,DYNAMIC,41.316.124.01-2,41,316,124,01,2,24,41.316.078.01-2                              41.316.124.01-2                                     24                     43.624.201.01-2
0033,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.078.01-2                              41.316.124.01-2                                     24                     43.624.201.01-2
0033,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                     43.632.201.01-2
0033,STRAIGHT,40.316.007.01-2,40,316,007,01,2,,40.316.007.01-2                          TORX T6                          43.601.107.01-2
0033,STRAIGHT,43.601.107.01-2,43,601,107,01,2,,40.316.007.01-2                          TORX T6                          43.601.107.01-2
0033,STRAIGHT MULTI-UNIT,42.302.033.01-2,42,302,033,01,2,1,1                    42.302.033.01-2
0033,STRAIGHT MULTI-UNIT,42.302.033.02-2,42,302,033,02,2,2,2                    42.302.033.02-2
0033,STRAIGHT MULTI-UNIT,42.302.033.03-2,42,302,033,03,2,3,3                    42.302.033.03-2
